_enqueue_stay_registration_internal	p_booking_id uuid	integer	plpgsql	t
_tc_check_block_conflict	p_room_id uuid, p_check_in date, p_check_out date, p_exclude_block_id uuid DEFAULT NULL::uuid	uuid	sql	t
_tc_check_booking_conflict	p_room_id uuid, p_check_in date, p_check_out date, p_exclude_booking_id uuid DEFAULT NULL::uuid	uuid	sql	t
add_conversation_members	_conversation_id uuid, _user_ids uuid[]	void	plpgsql	t
add_laundry_to_draft_batch	p_tenant_id uuid, p_hotel_id uuid, p_laundry_request_id uuid	uuid	plpgsql	t
allocate_linen_fifo	_item_id uuid, _quantity integer	jsonb	plpgsql	t
apply_asset_group_mapping	_tenant_id uuid, _hotel_id uuid DEFAULT NULL::uuid, _override_existing boolean DEFAULT false	jsonb	plpgsql	t
apply_promo_code	p_tenant_id uuid, p_promo_code text, p_original_amount numeric	jsonb	plpgsql	f
apply_room_standards	p_room_id uuid, p_user_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
approve_reorder_suggestions	_suggestion_ids uuid[]	jsonb	plpgsql	t
approve_task	_task_id uuid, _note text DEFAULT NULL::text	housekeeping_tasks	plpgsql	t
approve_tenant	p_tenant_id uuid, p_admin_id uuid	jsonb	plpgsql	t
assign_default_permissions_to_role	p_tenant_id uuid, p_role_code text, p_permission_codes text[]	void	plpgsql	t
atomic_item_consumed	p_item_id uuid, p_quantity integer	TABLE(quantity_before integer, quantity_after integer, unit_price numeric)	plpgsql	t
atomic_item_lost	p_item_id uuid, p_quantity integer	TABLE(quantity_before integer, quantity_after integer, unit_price numeric)	plpgsql	t
atomic_item_to_laundry	p_item_id uuid, p_quantity integer	void	plpgsql	t
auto_apply_read_only_after_grace		integer	plpgsql	t
auto_assign_batch_number		trigger	plpgsql	t
auto_classify_item_type		trigger	plpgsql	f
auto_clear_read_only_after_renewal		integer	plpgsql	t
auto_close_stale_shifts		jsonb	plpgsql	t
auto_create_batch_records		trigger	plpgsql	t
auto_offline_inactive_staff		void	sql	t
auto_sync_room_type_on_room_change		trigger	plpgsql	t
auto_update_order_floor		trigger	plpgsql	t
batch_confirm_room_deliveries	p_room_order_ids uuid[], p_confirmed_by uuid	jsonb	plpgsql	t
bulk_delete_items	p_item_ids uuid[], p_user_id uuid	jsonb	plpgsql	t
bulk_upsert_daily_prices	_rate_plan_id uuid, _dates date[], _price numeric DEFAULT NULL::numeric, _sale_price numeric DEFAULT NULL::numeric, _is_closed boolean DEFAULT NULL::boolean, _reset boolean DEFAULT false	integer	plpgsql	t
bulk_upsert_rt_availability	_room_type_id uuid, _dates date[], _qty integer DEFAULT NULL::integer, _is_closed boolean DEFAULT NULL::boolean	integer	plpgsql	t
calculate_booking_price	p_room_type_id uuid, p_booking_type text, p_from_ts timestamp with time zone, p_to_ts timestamp with time zone, p_hotel_id uuid DEFAULT NULL::uuid, p_apply_early_late boolean DEFAULT true	jsonb	plpgsql	t
calculate_grace_period_end		trigger	plpgsql	t
calculate_payment_status		trigger	plpgsql	f
calculate_staff_statistics	p_user_id uuid, p_hotel_id uuid, p_period_start date, p_period_end date	void	plpgsql	t
calculate_tenant_storage	p_tenant_id uuid	bigint	plpgsql	t
can_create_user	p_creator_id uuid, p_new_user_level text, p_tenant_id uuid	boolean	plpgsql	t
can_manage_user	p_manager_id uuid, p_target_user_id uuid	boolean	plpgsql	t
can_perform_quick_check	_room_id uuid	boolean	plpgsql	t
cancel_booking	p_booking_id uuid, p_room_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
cancel_distribution_order	p_order_id uuid, p_cancelled_by uuid	jsonb	plpgsql	t
chat_after_message_insert		trigger	plpgsql	t
chat_guard_message_update		trigger	plpgsql	f
check_and_update_batch_status	p_batch_id uuid	void	plpgsql	t
check_and_update_order_status	p_order_id uuid	void	plpgsql	t
check_created_by_required		trigger	plpgsql	f
check_duplicate_room_check		trigger	plpgsql	t
check_expiring_subscriptions		void	plpgsql	t
check_rate_limit	_bucket_key text, _max_hits integer, _window_seconds integer	boolean	plpgsql	t
check_tenant_can_add	p_tenant_id uuid, p_resource_type text	boolean	plpgsql	t
cleanup_expired_otps		void	plpgsql	t
cleanup_old_check_sessions		void	plpgsql	t
cleanup_orphaned_auth_users		integer	plpgsql	t
cleanup_rate_limit_hits		void	sql	t
cleanup_stale_check_sessions		void	plpgsql	t
clear_tenant_read_only	p_tenant_id uuid, p_reason text DEFAULT NULL::text	void	plpgsql	t
close_route_if_complete	p_order_id uuid, p_actor_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
complete_registration	p_user_id uuid, p_full_name text, p_phone text, p_tenant_name text, p_email text, p_hotel_name text, p_hotel_address text, p_hotel_phone text, p_hotel_email text, p_total_rooms integer	jsonb	plpgsql	t
complete_task	_task_id uuid, _note text DEFAULT NULL::text	housekeeping_tasks	plpgsql	t
compute_auto_reorder_suggestions	_tenant_id uuid, _hotel_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
compute_reorder_suggestions	_tenant_id uuid, _hotel_id uuid DEFAULT NULL::uuid, _item_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
confirm_delivery_from_room_check	p_room_order_id uuid, p_confirmed_by uuid	jsonb	plpgsql	t
confirm_receive_order	p_order_id uuid, p_actor_id uuid DEFAULT NULL::uuid, p_adjustments jsonb DEFAULT NULL::jsonb	jsonb	plpgsql	t
confirm_room_delivery	p_room_order_id uuid, p_confirmed_by uuid	jsonb	plpgsql	t
confirm_warehouse_delivery	p_room_order_id uuid, p_delivered_by uuid, p_item_confirmations jsonb DEFAULT NULL::jsonb	jsonb	plpgsql	t
create_default_categories	p_tenant_id uuid	void	plpgsql	t
create_default_tenant_roles	p_tenant_id uuid	void	plpgsql	t
create_default_warehouse_for_hotel	p_hotel_id uuid, p_tenant_id uuid	uuid	plpgsql	t
create_direct_conversation	_hotel_id uuid, _peer_user_id uuid	uuid	plpgsql	t
create_distribution_order	p_tenant_id uuid, p_hotel_id uuid, p_created_by uuid, p_assigned_to uuid, p_rooms jsonb, p_notes text DEFAULT NULL::text, p_auto_release boolean DEFAULT false, p_supplement_request_ids uuid[] DEFAULT NULL::uuid[]	jsonb	plpgsql	t
create_group_conversation	_hotel_id uuid, _name text, _member_ids uuid[]	uuid	plpgsql	t
create_inbound_transaction	p_tenant_id uuid, p_hotel_id uuid, p_transaction_category text, p_from_location text, p_to_location text, p_created_by uuid, p_items jsonb, p_related_type text DEFAULT NULL::text, p_related_id uuid DEFAULT NULL::uuid, p_documents text[] DEFAULT NULL::text[], p_photos text[] DEFAULT NULL::text[], p_notes text DEFAULT NULL::text, p_to_warehouse_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
create_laundry_batch_with_items	p_tenant_id uuid, p_hotel_id uuid, p_vendor_id uuid, p_delivery_date date, p_expected_return_date date, p_delivery_staff_id uuid, p_receiver_name text, p_notes text, p_items jsonb	jsonb	plpgsql	t
create_laundry_loss_transaction	p_tenant_id uuid, p_hotel_id uuid, p_created_by uuid, p_items jsonb, p_loss_type text, p_related_id uuid DEFAULT NULL::uuid, p_notes text DEFAULT NULL::text	jsonb	plpgsql	t
create_laundry_return_transaction	p_tenant_id uuid, p_hotel_id uuid, p_from_location text, p_to_location text, p_created_by uuid, p_items jsonb, p_related_id uuid DEFAULT NULL::uuid, p_notes text DEFAULT NULL::text	jsonb	plpgsql	t
create_new_linen_batch	_item_id uuid, _quantity integer, _batch_code text	jsonb	plpgsql	t
create_notification	p_user_id uuid, p_tenant_id uuid, p_title text, p_body text, p_type text DEFAULT 'info'::text, p_action_url text DEFAULT NULL::text, p_icon text DEFAULT NULL::text, p_metadata jsonb DEFAULT NULL::jsonb	uuid	plpgsql	t
create_notification_for_user	p_user_id uuid, p_tenant_id uuid, p_title text, p_body text, p_type text DEFAULT 'info'::text, p_action_url text DEFAULT NULL::text, p_icon text DEFAULT NULL::text, p_metadata jsonb DEFAULT NULL::jsonb	uuid	plpgsql	t
create_outbound_transaction	p_tenant_id uuid, p_hotel_id uuid, p_transaction_category text, p_from_location text, p_to_location text, p_created_by uuid, p_items jsonb, p_related_type text DEFAULT NULL::text, p_related_id uuid DEFAULT NULL::uuid, p_recipient_name text DEFAULT NULL::text, p_recipient_signature text DEFAULT NULL::text, p_documents text[] DEFAULT NULL::text[], p_photos text[] DEFAULT NULL::text[], p_notes text DEFAULT NULL::text, p_from_warehouse_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
create_room_block	p_hotel_id uuid, p_room_id uuid, p_start_date date, p_end_date date, p_block_type text DEFAULT 'maintenance'::text, p_reason text DEFAULT NULL::text	jsonb	plpgsql	t
create_staff_status_for_new_user		trigger	plpgsql	t
create_stock_adjustment	p_tenant_id uuid, p_hotel_id uuid, p_adjustment_type text, p_scheduled_date date, p_created_by uuid, p_assigned_to uuid[], p_item_ids uuid[], p_notes text DEFAULT NULL::text	jsonb	plpgsql	t
create_super_admin	p_email text, p_full_name text DEFAULT 'Super Admin'::text	jsonb	plpgsql	t
create_warehouse_transfer	p_tenant_id uuid, p_hotel_id uuid, p_from_warehouse_id uuid, p_to_warehouse_id uuid, p_items jsonb, p_notes text DEFAULT NULL::text, p_created_by uuid DEFAULT NULL::uuid	uuid	plpgsql	t
delete_chat_message	_message_id uuid	void	plpgsql	t
delete_email	queue_name text, message_id bigint	boolean	plpgsql	t
delete_inventory_transaction	p_transaction_id uuid	jsonb	plpgsql	t
delete_room_block	p_block_id uuid	jsonb	plpgsql	t
deliver_stop	p_stop_id uuid, p_actor_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
duplicate_room_type	p_source_id uuid, p_new_name text, p_new_code text, p_copy_rates boolean DEFAULT true, p_copy_default_items boolean DEFAULT true	uuid	plpgsql	t
enforce_read_only_mutation		trigger	plpgsql	t
enforce_room_check_photos		trigger	plpgsql	t
enqueue_email	queue_name text, payload jsonb	bigint	plpgsql	t
enqueue_stay_registration	p_booking_id uuid	integer	plpgsql	t
ensure_default_rate_plan	p_room_type_id uuid	uuid	plpgsql	t
ensure_single_default_warehouse		trigger	plpgsql	t
ensure_vat_claim_token	p_invoice_id uuid	TABLE(token text, expires_at timestamp with time zone, status text)	plpgsql	t
fn_can_user_transition_room	_user_id uuid, _from text, _to text	boolean	plpgsql	t
fn_is_valid_adjustment_transition	_from text, _to text	boolean	sql	f
fn_is_valid_room_transition	_from text, _to text	boolean	sql	f
fn_is_valid_task_transition	_from text, _to text	boolean	sql	f
fn_normalize_room_status_v2	_status text	text	sql	f
fn_room_status_alias	_status text	text	sql	f
fn_sync_room_legacy_status		trigger	plpgsql	f
fn_sync_room_legacy_status_ins		trigger	plpgsql	f
fn_sync_room_status_on_booking_flag		trigger	plpgsql	t
fn_write_audit_log		trigger	plpgsql	t
gen_vat_claim_token		text	plpgsql	f
generate_guest_invoice_number	p_tenant_id uuid	text	plpgsql	t
generate_invoice_number		text	plpgsql	f
generate_laundry_request_code	p_tenant_id uuid	text	plpgsql	t
generate_lost_found_item_code	p_tenant_id uuid	text	plpgsql	t
generate_supplement_request_code	p_tenant_id uuid	text	plpgsql	t
generate_unique_code	prefix text, table_name text, column_name text	text	plpgsql	f
get_abc_analysis	p_tenant_id uuid, p_hotel_id uuid	TABLE(item_id uuid, item_code text, item_name text, category_name text, total_value numeric, cumulative_value numeric, percentage numeric, cumulative_percentage numeric, abc_class text)	plpgsql	t
get_all_warehouse_stock_summary	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid	TABLE(warehouse_id uuid, warehouse_name text, warehouse_code text, is_default boolean, total_items bigint, total_quantity bigint, total_value numeric, low_stock_count bigint)	plpgsql	t
get_booking_chargeable_total	p_booking_id uuid	numeric	sql	t
get_categories_with_stats	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid	TABLE(id uuid, name text, name_en text, description text, icon text, color text, sort_order integer, items_count bigint, total_value numeric)	plpgsql	t
get_consumption_trend	_item_id uuid, _days integer DEFAULT 90	TABLE(day date, qty_out numeric)	sql	t
get_conversation_hotel	_conv_id uuid	uuid	sql	t
get_conversation_tenant	_conv_id uuid	uuid	sql	t
get_current_room_booking	p_room_id uuid	TABLE(id uuid, guest_name text, guest_phone text, guest_email text, guest_count integer, check_in_date date, check_out_date date, actual_check_in timestamp with time zone, actual_check_out timestamp with time zone, status text, notes text, room_price numeric, extra_charges numeric, deposit_amount numeric, amount_paid numeric, early_checkin_charge numeric, late_checkout_charge numeric, service_charges numeric, subtotal numeric, vat_rate numeric, vat_amount numeric, service_fee_rate numeric, service_fee_amount numeric, total_amount numeric, damage_charges numeric, payment_status text, paid_at timestamp with time zone, booking_type text, hourly_rate numeric, monthly_rate numeric, booking_hours integer, booking_months integer, booking_source text, expected_check_in_time text, expected_check_out_time text)	sql	t
get_current_user_role		text	sql	t
get_current_user_tenant_id		uuid	sql	t
get_dashboard_stats	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
get_dead_stock_report	_tenant_id uuid, _hotel_id uuid DEFAULT NULL::uuid, _days_threshold integer DEFAULT 90	TABLE(item_id uuid, item_code text, item_name text, hotel_id uuid, category_id uuid, asset_group asset_group, quantity_in_stock integer, unit_price numeric, total_value numeric, last_outbound_at timestamp with time zone, days_since_last_out integer)	sql	t
get_distribution_order_detail	p_order_id uuid	jsonb	plpgsql	t
get_distribution_orders_count	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_status text DEFAULT NULL::text, p_assigned_to uuid DEFAULT NULL::uuid, p_floor integer DEFAULT NULL::integer, p_shift_date date DEFAULT NULL::date, p_shift_code text DEFAULT NULL::text	integer	plpgsql	t
get_distribution_orders_filtered	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_status text DEFAULT NULL::text, p_assigned_to uuid DEFAULT NULL::uuid, p_floor integer DEFAULT NULL::integer, p_shift_date date DEFAULT NULL::date, p_shift_code text DEFAULT NULL::text, p_limit integer DEFAULT 25, p_offset integer DEFAULT 0	TABLE(id uuid, order_code text, status text, floor integer, shift_date date, shift_code text, total_rooms integer, total_items integer, rooms_completed integer, assigned_to uuid, assigned_to_name text, created_by uuid, created_by_name text, notes text, released_at timestamp with time zone, started_at timestamp with time zone, completed_at timestamp with time zone, created_at timestamp with time zone, hotel_id uuid, hotel_name text)	plpgsql	t
get_effective_permissions	_user_id uuid	TABLE(module text, action text, source text)	sql	t
get_einvoice_password	_config_id uuid	text	plpgsql	t
get_financial_report	p_tenant_id uuid, p_hotel_id uuid, p_start_date date, p_end_date date	jsonb	plpgsql	t
get_floor_plan	p_hotel_id uuid	jsonb	plpgsql	t
get_floor_plan_live	p_hotel_id uuid	jsonb	plpgsql	t
get_hotel_performance_stats	p_tenant_id uuid, p_hotel_id uuid, p_from_date date, p_to_date date	jsonb	plpgsql	t
get_hotels_breakdown_stats	p_tenant_id uuid	TABLE(hotel_id uuid, hotel_name text, hotel_code text, total_value numeric, total_items bigint, in_stock bigint, in_use bigint, in_laundry bigint, low_stock_count bigint)	plpgsql	t
get_hotels_performance_comparison	p_tenant_id uuid, p_from_date date, p_to_date date	TABLE(hotel_id uuid, hotel_name text, hotel_code text, total_rooms integer, inventory_value numeric, inventory_turnover_rate numeric, total_operating_cost numeric, cost_per_room numeric, laundry_cost numeric, maintenance_cost numeric, purchase_value numeric, laundry_quality numeric, maintenance_completion_rate numeric, efficiency_score numeric)	plpgsql	t
get_inventory_dashboard_stats	p_tenant_id uuid, p_hotel_id uuid	jsonb	plpgsql	t
get_inventory_report	p_tenant_id uuid, p_hotel_id uuid, p_start_date date, p_end_date date	jsonb	plpgsql	t
get_inventory_transactions_filtered	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_transaction_type text DEFAULT NULL::text, p_category_id uuid DEFAULT NULL::uuid, p_created_by uuid DEFAULT NULL::uuid, p_date_from date DEFAULT NULL::date, p_date_to date DEFAULT NULL::date, p_search text DEFAULT NULL::text, p_limit integer DEFAULT 25, p_offset integer DEFAULT 0	TABLE(id uuid, transaction_code text, transaction_type text, transaction_category text, item_id uuid, item_name text, item_code text, item_images text[], category_name text, quantity integer, unit_price numeric, total_value numeric, quantity_before integer, quantity_after integer, from_location text, to_location text, created_by uuid, created_by_name text, created_by_avatar text, created_at timestamp with time zone, notes text, total_count bigint)	plpgsql	t
get_inventory_value_over_time	p_tenant_id uuid, p_hotel_id uuid, p_months integer DEFAULT 12	TABLE(month date, stock_value numeric, value_in numeric, value_out numeric)	plpgsql	t
get_item_detail	p_item_id uuid	jsonb	plpgsql	t
get_items_filtered	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_category_id uuid DEFAULT NULL::uuid, p_stock_status text DEFAULT NULL::text, p_status text DEFAULT 'active'::text, p_search text DEFAULT NULL::text, p_warehouse_id uuid DEFAULT NULL::uuid, p_limit integer DEFAULT 50, p_offset integer DEFAULT 0	TABLE(id uuid, code text, name text, name_en text, category_id uuid, category_name text, category_color text, hotel_id uuid, unit text, unit_price numeric, brand text, model text, quantity_total integer, quantity_in_stock integer, quantity_in_use integer, quantity_in_laundry integer, quantity_damaged integer, quantity_lost integer, minimum_stock integer, reorder_point integer, status text, description text, created_at timestamp with time zone, updated_at timestamp with time zone, stock_status text, warehouse_breakdown jsonb, total_count bigint)	plpgsql	t
get_labor_cost	p_tenant_id uuid, p_hotel_id uuid, p_start_date date, p_end_date date	jsonb	plpgsql	t
get_last_room_check	_room_id uuid	TABLE(id uuid, check_type text, checked_at timestamp with time zone, checked_by uuid, checker_name text, cleanliness_score integer, items_complete boolean, photos text[], notes text, issues_count integer, qc_status text)	sql	t
get_laundry_batch_detail	p_batch_id uuid	jsonb	plpgsql	t
get_laundry_batches_filtered	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_vendor_id uuid DEFAULT NULL::uuid, p_status text DEFAULT NULL::text, p_search text DEFAULT NULL::text, p_from_date date DEFAULT NULL::date, p_to_date date DEFAULT NULL::date, p_page integer DEFAULT 1, p_page_size integer DEFAULT 20	TABLE(id uuid, tenant_id uuid, hotel_id uuid, vendor_id uuid, batch_code text, status text, delivery_date timestamp with time zone, expected_return_date timestamp with time zone, actual_return_date timestamp with time zone, total_items integer, total_weight_kg numeric, estimated_cost numeric, actual_cost numeric, notes text, created_at timestamp with time zone, updated_at timestamp with time zone, vendor_name text, vendor_logo text, vendor_rating numeric, total_count bigint)	plpgsql	t
get_laundry_dashboard_stats	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
get_laundry_report	p_tenant_id uuid, p_hotel_id uuid, p_start_date date, p_end_date date	jsonb	plpgsql	t
get_low_stock_by_warehouses	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_limit integer DEFAULT 50	TABLE(warehouse_id uuid, warehouse_name text, warehouse_code text, item_id uuid, item_name text, item_code text, category_name text, quantity integer, minimum_stock integer, shortage integer, unit_price numeric)	plpgsql	t
get_low_stock_items	p_tenant_id uuid, p_hotel_id uuid, p_limit integer DEFAULT 50	TABLE(id uuid, code text, name text, category_id uuid, category_name text, quantity_in_stock integer, minimum_stock integer, reorder_point integer, shortage integer, shortage_percent numeric, unit_price numeric, images text[])	plpgsql	t
get_maintenance_dashboard	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid	jsonb	plpgsql	t
get_maintenance_report	p_tenant_id uuid, p_hotel_id uuid DEFAULT NULL::uuid, p_start_date date DEFAULT ((CURRENT_DATE - '30 days'::interval))::date, p_end_date date DEFAULT CURRENT_DATE	jsonb	plpgsql	t
get_missing_items_for_rooms	p_room_ids uuid[]	TABLE(room_id uuid, room_number text, item_id uuid, item_name text, current_qty integer, standard_qty integer, missing_qty integer, item_stock integer)	plpgsql	t
